finess,rs,champ_pmsi,taa,cat,taille_MCO,taille_M,taille_C,taille_O,A7,A8,A9,A10,A11,A12,A13,A14,A15,F1_D,F1_O,F2_D,F2_O,F3_D,F3_O,F4_D,F4_O,F5_D,F5_O,F6_D,F6_O,F7_D,F7_O,F8_D,F8_O,F9_D,F9_O,F10_D,F10_O,F11_D,F11_O,F12_D,F12_O,P1,P2,P3,P4,P5,P6,P7,P8,P8new,P9,P10,P11,P12,P13,P14,P15,P16,RH1,RH2,RH3,RH4,RH5,RH6,RH8,RH9,RH10,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,CI_AC1,CI_AC2,CI_AC3,CI_AC4,CI_AC5,CI_AC6,CI_AC7,CI_AC8,CI_AC9,CI_A1,CI_A2,CI_A3,CI_A4,CI_A5,CI_A6,CI_A7,CI_A8,CI_A9,CI_A10,CI_A11,CI_A12,CI_A13,CI_A14,CI_A15,CI_A16_1,CI_A16_2,CI_A16_3,CI_A16_4,CI_A16_5,CI_A16_6,CI_A17_1,CI_A17_2,CI_A17_3,CI_A17_4,CI_A17_5,CI_A18_1,CI_A18_2,CI_A18_3,CI_A18_4,CI_A18_5,CI_E1,CI_E2,CI_E3,CI_E4,CI_E4_V2,CI_E5,CI_E6,CI_E7,CI_E7_V2,CI_F1_D,CI_F1_O,CI_F2_D,CI_F2_O,CI_F3_D,CI_F3_O,CI_F4_D,CI_F4_O,CI_F5_D,CI_F5_O,CI_F6_D,CI_F6_O,CI_F7_D,CI_F7_O,CI_F8_D,CI_F8_O,CI_F9_D,CI_F9_O,CI_F10_D,CI_F10_O,CI_F11_D,CI_F11_O,CI_F12_D,CI_F12_O,CI_F13_D,CI_F13_O,CI_F14_D,CI_F14_O,CI_F15_D,CI_F15_O,CI_F16_D,CI_F16_O,CI_F17_D,CI_F17_O,CI_RH1,CI_RH2,CI_RH3,CI_RH4,CI_RH5,CI_RH6,CI_RH7,CI_RH8,CI_RH9,CI_RH10,CI_RH11,CI_DF1,CI_DF2,CI_DF3,CI_DF4,CI_DF5
020000048,CH GERONTOLOGIQUE,DGF,TAA,CH,T1,M1,C0,,                                      .c,"        0,32","        5,44",                                      .z,                                      .z,           0,"        86,3",,,"         6,8",,"         5,8",,"        84,9",,"         1,2",,"         8,4",,"         5,8",,"        74,2",,"        37,3",,"        29,6",,"        36,7",,"       112,3",,"        54,6",,"       1,528","       1,584",,          46,"        13,1","         2,9","        41,5",,,,,,           0,,,           5,,,,           0,"        19,3",,,,,           0,91,88 ± 3,98% ± 3%,91% ± 6%,68% ± 10%,N. Conc.,,,,,,          25,,,,           8,,,,,         450,          20,           0,        1992,           0,           0,           0,           0,           0,           0,           0,           0,,           0,           1,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,Rééducation - Convalescence : 1999,Troubles mentaux d'origine organique et retards mentaux : 85,Soins palliatifs : 76,"Névroses, psychoses et autres troubles mentaux : 56",Autres affections du système nerveux : 19,Intervention  peau et tissu sous-cutané : 7,Traumatismes du bassin et des membres : 4,Trauma crâniens : 4,"Bronchites, bronchiolites et asthme : 1",,,,,,,,,,,    11794184,,     3636342,,      286107,,           0,,       19208,,     3040590,,    10989501,,     4953386,,       78910,,       52626,,      755252,,    11510921,,      893784,,     1104030,,      891518,,      212512,,"      1,0314",,"         8,6","         5,1","         1,2",,,"      195,95","       20,36","      153,59",           1,           3,          18,,,,,
020000055,CH NOUVION EN THIERACHE,DGF,TAA,CH,T1,M1,C0,,                                      .c,"        2,25","        24,5",                                      .z,                                      .z,           0,"        96,4",,,"        18,5",,"        16,4",,"        91,2",,"         0,4",,"         5,8",,"         6,4",,"        72,9",,          53,,"        34,1",,"       251,4",,"        99,1",,"        39,7",,"       1,244","       0,859",,"        28,5","         8,4","         4,4","        25,3",,,,,,          10,,,,"         7,1",           0,,           0,"        28,3",,,,,           0,66,N. Conc.,N. Conc.,N. Conc.,N. Conc.,N. Conc.,,,,,,          15,,,,,,,,,         384,           9,           0,           6,           1,           0,           0,           0,           0,           0,           0,           0,,           3,          33,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,Soins palliatifs : 73,"Cardiopathies, valvulopathies : 32","Névroses, psychoses et autres troubles mentaux : 36","Autres Maladies immunitaires, du Sang, des Organes hémat : 8","Troubles métaboliques, nutritionnels et obésité : 22","Occlusions, sub-occlusions digestives : 2",Traumatismes du bassin et des membres : 3,"Bronchites, bronchiolites et asthme : 1",Trauma crâniens : 2,Intervention  peau et tissu sous-cutané : 0,,,,,,,,,,     6805053,,     2045797,,      160270,,           0,,       54901,,      877001,,     5544941,,     1860471,,      819420,,      529750,,     1246399,,     9669816,,      516735,,     3818448,,      517940,,     3300508,,"      0,9132",,"        3,88","        3,19","         0,1",,"        0,03","      105,84","        7,67","       84,71","         0,8","        1,23","       11,43",,,,,
020000063,CH DE SAINT QUENTIN,DGF,TAA,CH,T3,M4,C3,O3,                                      .c,"        1,01","        7,02",                                      .z,                                      .z,"        45,4","        70,9","        70,1","        56,7","        10,3",,"         7,2",,"        55,2",,          10,,"        63,9",,"        18,1",,"        68,2",,"        49,9",,          45,,"        49,3",,"       239,1",,"        72,8",,"       0,883","       0,944","       1,218","        27,5","         9,8","        13,4","        19,1",      773019,,      284549,"       28,09","        65,1","       38,05","       71,03","        90,4","        15,3",,          55,       29889,"    117748,4",          12,"         3,1",           2,,,           0,94,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,83 ± 3,,,,,,         271,          18,          17,          12,          30,         124,          21,          56,           1,       15112,        6800,        1999,        5370,        4177,         614,        4197,       17983,       15193,        2003,        1399,       10365,       27429,        4659,         151,Chirurgie du sein : 93,Cataracte : 492,Arthroscopie du genou : 293,Hernie enfant : 7,RTU prostate : 120,Hernie adulte y compris cœlioscopie : 177,affections médicales du nouveau né : 1507,Endoscopies digestives avec ou sans anesthésie : 771,Signes et symptômes : 712,Infections respiratoires : 673,Symptômes digestifs : 902,"Chirurgies main, poignet : 1654","Arthroscopies, Biopsies ostéo-articulaires : 821",Chirurgies majeures orthopédiques (dont hanche et fémur : 549,Cataractes : 495,Chirurgie des tissus mous : 393,           1,           1,,           1,,          12,           2,    22804056,,   160197547,,   115641694,,    14022217,,           0,,     8388583,,    15155692,,   143735249,,   122679446,,      559286,,    -1007855,,    12015992,,   211124575,,   120089985,,    19405568,,    17712627,,     1692941,,"      1,0127",,"      150,21","       91,11","        20,8","         7,8","         8,4","     2032,95","      230,75","      1409,4","        12,4","       87,85","      292,55",,,,,
020000071,HÔPITAL MAISON DE RETRAITE,DGF,TAA,CH,T1,M1,C1,,                                      .c,"        3,33","       20,29",                                      .z,                                      .z,           0,"        66,2",,,,,,,,,,,,,,,,,,,,,,,,,,,"       1,513","       1,588",,"        48,2",          12,"         1,9","        44,6",,,,,,"        1,82",,,"         0,9",,,,           0,"        29,5",,,,,           0,63,47 ± 4,23% ± 9%,35% ± 10%,1% ± 2%,N. Conc.,,,,,,          36,,,,,,,,,         568,          54,           0,           8,           1,           0,           0,           0,           0,           0,           0,           0,,           0,          29,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,Toxicomanies et alcoolisme : 135,Soins palliatifs : 46,Signes et symptômes : 0,Affections dégénératives du système nerveux : 29,"Cardiopathies, valvulopathies : 34",Traumatismes du bassin et des membres : 42,"Occlusions, sub-occlusions digestives : 6",Intervention  peau et tissu sous-cutané : 2,"Bronchites, bronchiolites et asthme : 2",,,,,,,,,,,,,     2462517,,,,           0,,        3370,,,,,,     3162413,,,,,,,,,,,,,,,,,,"      1,0342",,"        4,11","         3,2","         0,5",,,"       97,58","        7,83",          73,"        0,25","         3,5",          13,,,,,
020000253,CH DE LAON,DGF,TAA,CH,T3,M2,C2,O3,                                      .c,"        0,96","        7,31",                                      .z,                                      .z,"        55,9","        81,4","        73,3","        64,3","         6,7",,"         5,9",,"        76,8",,"         4,1",,"        42,1",,"        16,4",,"        83,5",,"        61,2",,"        31,3",,"        40,3",,"       137,7",,"        65,8",,"       1,007","       0,971","       1,051","        24,4","        10,4",          16,"        17,8",     1104830,,      178492,"        17,4","        45,1","       38,86","       74,73","        83,3",,"        11,7",          39,"     18877,9","     56821,2","        15,4","         1,3","         1,9",,,           0,87,56 ± 5,40% ± 11%,54% ± 11%,39% ± 11%,56 ± 4,,,,,,         142,          10,,           8,          12,          61,          11,          29,           4,        7827,        3172,        1410,        2326,        2016,         346,         788,           0,        4875,         507,        1040,        4658,       27275,        1858,         129,Chirurgie du sein : 16,Cataracte : 638,Arthroscopie du genou : 138,Hernie enfant : 2,RTU prostate : 87,Hernie adulte y compris cœlioscopie : 157,affections médicales du nouveau né : 1012,Infections respiratoires : 484,Endoscopies digestives avec ou sans anesthésie : 293,"Cardiopathies, valvulopathies : 364",Symptômes digestifs : 570,Cataractes : 644,actes ORL et stomato divers : 261,Chirurgies majeures orthopédiques (dont hanche et fémur : 290,Chirurgie inter spécialités : 170,"Amygdalectomies, VG, drains transT : 256",           1,           1,,,,           8,           2,    19224036,,    83001358,,    55973432,,    10440503,,           0,,     3023467,,     3568530,,    77404029,,    63531618,,      172190,,     -206817,,     5163989,,    60508201,,    21163131,,     8536419,,     6646021,,     1890398,,"      0,9776",,"      118,64","       70,54","        18,2",           9,"        9,03","     1024,23","      139,79","      716,52","        5,77","       39,08","      123,07",,,,,
020000261,CH DE SOISSONS,DGF,TAA,CH,T3,M3,C2,O3,                                      .c,"        1,03","        8,74",                                      .z,                                      .z,"        59,7","        74,3","        90,4","        48,4","         4,7",,"         3,3",,"        84,3",,"        10,7",,          42,,"         6,5",,"        80,2",,"        38,6",,"        34,6",,"        32,2",,"       145,2",,"        51,2",,"       0,853","       0,991","       1,057","        30,2","        10,6","        16,4","        18,2",      913989,,      227536,"       16,27","       79,77","       20,41","       40,43",          84,"        10,4","        11,7",          56,       20973,"     73131,3","        16,5","         1,4","         1,7",,,"         0,7",90,84 ± 4,46% ± 11%,68% ± 10%,23% ± 9%,95 ± 2,,,,,,         196,          16,,           8,           8,          80,           5,          48,,       10941,        3603,        1717,        1549,         924,         559,        1956,           0,        9223,         576,        1328,        4169,       27219,        1494,         128,Chirurgie du sein : 84,Cataracte : 0,Arthroscopie du genou : 173,Hernie enfant : 8,RTU prostate : 40,Hernie adulte y compris cœlioscopie : 89,affections médicales du nouveau né : 1359,Signes et symptômes : 583,"Autres Maladies immunitaires, du Sang, des Organes hémat : 369",Explorations nocturnes et apparentées : 291,Cardiologie autres : 560,Chirurgies majeures orthopédiques (dont hanche et fémur : 386,Cataractes : 0,"Arthroscopies, Biopsies ostéo-articulaires : 204",Hernies : 193,"Chirurgies main, poignet : 260",           1,           1,,,,           6,           2,    17548591,,    96940553,,    63918446,,     5131890,,           0,,      792450,,     2949836,,    92356108,,    73975882,,     1419131,,     -477622,,     3344856,,    98843243,,    35948695,,     8154909,,     8746187,,     -591278,,"       0,988",,"      112,54","       73,79","       13,85",           7,"         8,8","     1291,86","      137,81","      926,71","        10,3","        51,4","      165,64",,,,,
020000287,CH DE CHAUNY,DGF,TAA,CH,T3,M2,C2,O2,                                      .c,"         0,6","        5,57",                                      .z,                                      .z,           0,"        78,1","        43,6","        33,7",,,,,,,,,,,,,,,,,,,,,,,,,"       1,083","       1,057","       1,139","        31,8","        10,4","        18,5","        28,8",      503914,,      124321,"       19,45","       48,11","       45,51","       59,76","        58,8","         3,9",,          33,"     26460,7","     63221,5","        14,5","         2,1","         2,3",,,           0,94,58 ± 4,44% ± 11%,43% ± 11%,11% ± 7%,81 ± 3,,,,,,         145,          12,           6,,           3,          72,          14,          38,,        6682,        2168,         893,        3698,        1811,         293,         790,           0,           0,          53,         689,        3264,       14428,        2913,         100,Chirurgie du sein : 68,Cataracte : 242,Arthroscopie du genou : 62,Hernie enfant : 1,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 82,affections médicales du nouveau né : 694,Cardiologie autres : 436,Endoscopies digestives avec ou sans anesthésie : 870,Infections respiratoires : 737,Endoscopies digestives thérapeutiques et anesthésie : sé : 517,Cataractes : 242,actes ORL et stomato divers : 390,"Amygdalectomies, VG, drains transT : 249",Chirurgie inter spécialités : 311,Greffes peau / parages hors brûlures : 297,           1,,,,,           7,           1,     8062631,,,,    31670557,,,,           0,,     2425556,,,,,,    44584521,,,,,,,,,,,,,,,,,,"      0,9964",,"       60,68","       36,83","        10,4","         2,6","         6,2","      814,21","       97,71","      575,74",           2,"        31,4","      107,36",,,,,
020000311,CLINIQUE SAINT MARTIN,OQN,TAA,CLI,T1,M1,C1,,                                      .c,           0,           0,                                      .z,                                      .z,           0,,"         8,3",,,,,,,,,,,,,,,,,,,,,,,,,,"       0,789","       0,688",,                                      .z,                                      .z,                                      .z,                                      .z,,,       80978,,,"       82,77","       82,22",          52,,,,       74469,"     40110,7",          25,,,                                      .z,                                      .z,                                      .z,,49 ± 3,3% ± 3%,Non comparable,9% ± 6%,58 ± 2,,,,,,,,,,,          11,          11,,,          50,         262,           0,         904,        1256,           0,           0,           0,           0,           0,           0,        1195,,         960,          10,Chirurgie du sein : 1,Cataracte : 544,Arthroscopie du genou : 23,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 5,Endoscopies digestives avec ou sans anesthésie : 524,Endoscopies digestives thérapeutiques et anesthésie : sé : 247,"Endoscopies bronchiques, avec ou sans anesthésie : 81",Affections Cavité buccale et dents : 6,"Autres Maladies immunitaires, du Sang, des Organes hémat : 9",Cataractes : 546,actes ORL et stomato divers : 321,Ligatures veines : 44,"Chirurgies main, poignet : 211",Greffes peau / parages hors brûlures : 47,,,,,,           3,,       29851,,,,,     1458957,,      124044,,           0,,      124044,,         403,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,"      0,9743","         6,7",           1,"         4,2",           1,,          24,           7,          16,,,           1,,,,,
020000360,CLINIQUE SAINT CHRISTOPHE,OQN,TAA,CLI,T2,M1,C2,,                                      .c,"        0,15","         0,4",                                      .z,                                      .z,           0,,"        64,8",,,"         8,1",,           8,,"        69,1",,"         2,2",,"        50,2",,"         0,8",,"        81,9",,"        56,1",,"       -11,9",,"        -7,6",,"        34,3",,"        68,9","       0,844","       0,939",,                                      .z,                                      .z,                                      .z,                                      .z,,,      249227,,,"       60,89","       79,22","        37,2",,,,"     94034,7","     72202,3","        33,5",,,                                      .z,                                      .z,                                      .z,89,57 ± 3,19% ± 9%,88% ± 7%,96% ± 4%,44 ± 3,,,,,,,,,,,          30,          34,,,         422,        1761,           0,        1817,        2769,           7,           0,           0,           0,          10,           0,        3519,,        2063,          32,Chirurgie du sein : 3,Cataracte : 800,Arthroscopie du genou : 146,Hernie enfant : 0,RTU prostate : 73,Hernie adulte y compris cœlioscopie : 108,Endoscopies digestives avec ou sans anesthésie : 990,Endoscopies digestives thérapeutiques et anesthésie : sé : 458,"Lithotritie extracorporelle de l'appareil urinaire, en a : 81","Autres Maladies immunitaires, du Sang, des Organes hémat : 103",Affections Cavité buccale et dents : 72,actes ORL et stomato divers : 930,Cataractes : 801,Greffes peau / parages hors brûlures : 315,"Chirurgies main, poignet : 256",Chirurgie inter spécialités : 133,,,,,,           4,,      308817,,,     7378927,,     5531538,,      134512,,           0,,      134512,,,,     6779340,,                                      .z,,      224267,,                                      .z,,      605690,,     4163032,,     1303310,,     -141929,,     -220688,,       78758,,"      0,9861","        22,8",           9,"         9,9",           3,,"        59,5",          11,"        44,5",,,           4,,,,,
020004404,CH DE CHATEAU-THIERRY,DGF,TAA,CH,T2,M2,C2,O2,                                      .c,"        0,64","       12,23",                                      .z,                                      .z,           0,"        94,4","        74,5","        50,6","         9,5",,"         8,1",,"        69,7",,,,,,"         4,8",,,,,,           0,,"        52,2",,           0,,,,"       0,983","       1,077","       1,033","        26,3","        11,5","        16,7",          23,     1188431,,       92106,"        17,9","       76,66","       18,68","       19,95","        99,5",,"         7,3",          36,"      8630,4","     51178,8","        21,7",           1,"         3,1",,,           0,88,76 ± 4,49% ± 11%,60% ± 11%,44% ± 11%,95 ± 2,,,,,,         132,           4,           4,           8,           6,          42,           2,          24,           1,        7416,        1907,         941,        1471,         438,         170,           0,           0,           0,           6,         715,        1937,       15386,        1070,         107,Chirurgie du sein : 11,Cataracte : 0,Arthroscopie du genou : 34,Hernie enfant : 2,RTU prostate : 17,Hernie adulte y compris cœlioscopie : 93,affections médicales du nouveau né : 733,Cardiologie autres : 473,Infections respiratoires : 456,Symptômes digestifs : 587,"Bronchites, bronchiolites et asthme : 336",Intervention  peau et tissu sous-cutané : 133,"Chirurgies main, poignet : 77",Chirurgies majeures orthopédiques (dont hanche et fémur : 120,Ligatures veines : 55,"Arthroscopies, Biopsies ostéo-articulaires : 29",           1,,,,,           6,           1,    11694162,,    54440199,,    37665213,,     3269987,,           0,,      906970,,        4484,,    49275650,,    42395309,,     1401727,,     1071973,,     4470771,,           0,,,,     7042833,,        -435,,     7043267,,"      0,9945",,"       67,76","       40,86","         8,1",           8,"         4,9","      738,11","        86,5","      526,02","        1,91","       26,88","        96,8",,,,,
020004495,CH BRISSET HIRSON,DGF,TAA,CH,T1,M1,C1,O0,                                      .c,"        0,83","        8,44",                                      .z,                                      .z,"        80,6","        73,5",,"         5,4",,,,,"         5,5",,,,,,,,,,,,,,,,           0,,,,"        1,22","       1,089","       0,702","        18,5","         7,8","        21,4","        24,2",,,,           0,           0,"       62,22",,,          17,"         7,3",           0,"       137,1","       310,7","        28,8","         0,4","         1,2",,,"         7,1",88,62 ± 4,44% ± 11%,54% ± 11%,13% ± 7%,71 ± 3,,,,,,          60,,,,           2,           0,,          15,,        2099,         150,         101,        1271,         247,         100,           0,           0,           0,           0,           1,          15,       10778,         472,          72,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,"Névroses, psychoses et autres troubles mentaux : 162",Signes et symptômes : 161,Cardiologie autres : 226,Infections respiratoires : 110,"Cardiopathies, valvulopathies : 102",Traumatismes du bassin et des membres : 189,Trauma crâniens : 85,Intervention  peau et tissu sous-cutané : 70,"Occlusions, sub-occlusions digestives : 18","Bronchites, bronchiolites et asthme : 13",           1,,,,,,           1,     4768500,,,,    10557522,,     2173619,,           0,,      328782,,     1823266,,,,    12915922,,     -227413,,     -274564,,      487666,,           0,,,,,,           0,,,,"      1,0239",,"        26,5",          18,"         1,5",           1,           4,"      258,25","        39,3","      169,75",           1,"        18,7","        29,5",,,,,
020010047,POLYCLINIQUE ST CLAUDE,OQN,TAA,CLI,T3,M2,C3,O2,                                      .c,"        0,24","         2,7",                                      .z,                                      .z,           0,"       107,9","        61,1","        62,3",,,,,,,,,,,,,,,,,,,,,,,,,"       0,893","       0,927","       1,034",                                      .z,                                      .z,                                      .z,                                      .z,,,      283387,"       23,79","       71,86","       42,28","       61,65","       131,6",,,          50,"     89940,6","    118839,5","        19,6",,"         1,9",                                      .z,                                      .z,                                      .z,88,61 ± 4,26% ± 10%,28% ± 10%,50% ± 11%,71 ± 3,,,,,,          35,           4,          16,,           4,         107,          10,          40,,        3628,        3924,        1264,        3282,        2884,         134,        3711,           0,           0,         396,         870,        6210,        7916,        3718,          84,Chirurgie du sein : 90,Cataracte : 1126,Arthroscopie du genou : 215,Hernie enfant : 14,RTU prostate : 64,Hernie adulte y compris cœlioscopie : 260,Endoscopies digestives avec ou sans anesthésie : 1341,Endoscopies digestives thérapeutiques et anesthésie : sé : 626,affections médicales du nouveau né : 867,Symptômes digestifs : 217,"Endoscopies génito-urinaires, avec ou sans anesthésie : 257",Cataractes : 1126,actes ORL et stomato divers : 617,Hernies : 366,Chirurgies majeures orthopédiques (dont hanche et fémur : 354,"Arthroscopies, Biopsies ostéo-articulaires : 342",,,,,,           7,           1,,,,,,    22132717,,      125168,,           0,,       40164,,,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,"       0,993","        47,9","        21,4",          12,"         6,2",           6,"      264,95","       28,45","      227,29",,           3,"        6,21",,,,,
030780092,CH MOULINS YZEURE,DGF,TAA,CH,T3,M2,C2,O3,                                      .c,"        1,29","        12,4",                                      .z,                                      .z,"        56,9","        81,3","        87,7","        54,3","         8,6",,"         7,4",,"        57,1",,"         2,5",,"        35,1",,"         3,1",,"        71,8",,"        54,5",,"        20,2",,"        37,2",,"       107,4",,"        57,6",,"       1,073","       1,032","       1,008",          28,"         7,2","        16,1","        20,4",      806797,,      152249,"       19,54","       51,48","       23,97","       61,54",          57,,"         5,5",          43,"     14955,3",       75113,"        15,9",           2,"         4,5",,,           0,85,75 ± 4,46% ± 11%,59% ± 11%,46% ± 11%,81 ± 4,,,,,,         245,           8,           2,           8,          18,          69,           8,          33,,       10799,        3182,        1368,        3160,        1003,         332,        1977,        7946,        5302,         416,        1095,        3524,       22667,        1522,         134,Chirurgie du sein : 15,Cataracte : 0,Arthroscopie du genou : 74,Hernie enfant : 4,RTU prostate : 72,Hernie adulte y compris cœlioscopie : 140,affections médicales du nouveau né : 1133,Infections respiratoires : 526,"Cardiopathies, valvulopathies : 423",Autres gastroentérites et maladies diverses du tube dige : 449,Symptômes digestifs : 424,Chirurgies majeures orthopédiques (dont hanche et fémur : 279,"Chirurgies main, poignet : 307",Chirurgies utérus / annexes : 240,Trauma crâniens : 247,Traumatismes du bassin et des membres : 301,           1,           1,,,,           8,           2,    20331288,,   127573539,,    70513546,,     9217319,,           0,,     2250244,,    30282934,,   116593555,,    74326830,,     2585613,,     2324704,,     9767220,,    85087293,,    24506471,,    11876229,,     6441670,,     5434559,,"       0,987",,"      131,12","       79,42","        12,1","        6,95","         4,6","     1671,23",         183,"     1227,93","       25,76","       67,52","      167,02",,,,,
