finess,rs,champ_pmsi,taa,cat,taille_MCO,taille_M,taille_C,taille_O,A7,A8,A9,A10,A11,A12,A13,A14,A15,F1_D,F1_O,F2_D,F2_O,F3_D,F3_O,F4_D,F4_O,F5_D,F5_O,F6_D,F6_O,F7_D,F7_O,F8_D,F8_O,F9_D,F9_O,F10_D,F10_O,F11_D,F11_O,F12_D,F12_O,P1,P2,P3,P4,P5,P6,P7,P8,P8new,P9,P10,P11,P12,P13,P14,P15,P16,RH1,RH2,RH3,RH4,RH5,RH6,RH8,RH9,RH10,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,CI_AC1,CI_AC2,CI_AC3,CI_AC4,CI_AC5,CI_AC6,CI_AC7,CI_AC8,CI_AC9,CI_A1,CI_A2,CI_A3,CI_A4,CI_A5,CI_A6,CI_A7,CI_A8,CI_A9,CI_A10,CI_A11,CI_A12,CI_A13,CI_A14,CI_A15,CI_A16_1,CI_A16_2,CI_A16_3,CI_A16_4,CI_A16_5,CI_A16_6,CI_A17_1,CI_A17_2,CI_A17_3,CI_A17_4,CI_A17_5,CI_A18_1,CI_A18_2,CI_A18_3,CI_A18_4,CI_A18_5,CI_E1,CI_E2,CI_E3,CI_E4,CI_E4_V2,CI_E5,CI_E6,CI_E7,CI_E7_V2,CI_F1_D,CI_F1_O,CI_F2_D,CI_F2_O,CI_F3_D,CI_F3_O,CI_F4_D,CI_F4_O,CI_F5_D,CI_F5_O,CI_F6_D,CI_F6_O,CI_F7_D,CI_F7_O,CI_F8_D,CI_F8_O,CI_F9_D,CI_F9_O,CI_F10_D,CI_F10_O,CI_F11_D,CI_F11_O,CI_F12_D,CI_F12_O,CI_F13_D,CI_F13_O,CI_F14_D,CI_F14_O,CI_F15_D,CI_F15_O,CI_F16_D,CI_F16_O,CI_F17_D,CI_F17_O,CI_RH1,CI_RH2,CI_RH3,CI_RH4,CI_RH5,CI_RH6,CI_RH7,CI_RH8,CI_RH9,CI_RH10,CI_RH11,CI_DF1,CI_DF2,CI_DF3,CI_DF4,CI_DF5
020000055,CH NOUVION EN THIERACHE,DGF,TAA,CH,T1,M1,C0,,                                      .c,"        2,95","       21,13",                                      .z,                                      .z,           0,"        93,6",,,"        10,5",,"         9,8",,"        76,9",,"         0,9",,"         7,7",,           4,,"        73,4",,"        49,5",,"        31,3",,"       199,7",,         144,,"        32,8",,"       1,196","       0,918",,"        30,2","         8,2","         6,2","        28,3",,,,,,           0,,,,"         0,6",           0,,           0,"        22,1",,,,,           0,52,,,,,,,,,,,          15,,,,,,,,,         384,          15,           0,           8,           0,           0,           0,           0,           0,           0,           0,           0,,           1,          32,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,Soins palliatifs : 77,"Cardiopathies, valvulopathies : 38","Névroses, psychoses et autres troubles mentaux : 37","Autres Maladies immunitaires, du Sang, des Organes hémat : 8","Troubles métaboliques, nutritionnels et obésité : 10","Occlusions, sub-occlusions digestives : 3",Traumatismes du bassin et des membres : 9,"Bronchites, bronchiolites et asthme : 0",Trauma crâniens : 2,Intervention  peau et tissu sous-cutané : 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"        3,97","        3,28","         0,1",,"        0,03","       92,31",           9,"       69,59","        0,86",           1,"       11,86",,,,,
020000063,CH DE SAINT QUENTIN,DGF,TAA,CH,T3,M4,C3,O3,                                      .c,"         1,1","        4,63",                                      .z,                                      .z,"        23,3",          69,          64,"        58,2","         9,5",,"         6,8",,"        59,6",,"         8,7",,"        59,2",,"        24,6",,"        70,8",,"        46,7",,"        42,9",,"        37,1",,"       260,7",,          37,,"       0,936","       0,959","       1,278","        28,8",          11,"        14,5","        16,4",      769087,,      281509,"       28,03","       64,24","       36,35","       60,86","       221,3","        11,1",,          54,"     27483,7","    115854,6","        11,8","         3,2",           2,,,           0,79,,,,,,,,,,,         280,          18,          14,          12,          18,         138,           8,          56,           1,       14724,        6821,        1926,        6552,        3895,         199,        3731,       18915,       13527,        1521,        1395,        9929,       25638,        4739,         157,Chirurgie du sein : 101,Cataracte : 432,Arthroscopie du genou : 290,Hernie enfant : 8,RTU prostate : 122,Hernie adulte y compris cœlioscopie : 185,affections médicales du nouveau né : 1463,Endoscopies digestives avec ou sans anesthésie : 719,Signes et symptômes : 674,Infections respiratoires : 572,Symptômes digestifs : 767,"Chirurgies main, poignet : 1584","Arthroscopies, Biopsies ostéo-articulaires : 794",Chirurgies majeures orthopédiques (dont hanche et fémur : 484,Cataractes : 430,Chirurgie des tissus mous : 344,           2,           1,,           1,,          12,           2,    23303330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"      147,95","       90,05",          21,"         8,1","         8,5","     1996,34","      222,98","     1400,72","       10,86","       90,51","      271,27",,,,,
020000071,HÔPITAL MAISON DE RETRAITE,DGF,TAA,CH,T1,M1,C1,,                                      .c,"        3,44","       15,79",                                      .z,                                      .z,           0,"        54,7",,,,,,,,,,,,,,,,,,,,,,,,,,,"       1,659","       2,004",,"        63,8","        16,2",           3,"        45,8",,,,,,           0,,,"         1,3",,           0,,           0,"        26,5",,,,,           0,66,,,,,,,,,,,          36,,,,,,,,,         439,          48,           0,           7,           0,           0,           0,           0,           0,           0,           0,           0,,           0,          32,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,Toxicomanies et alcoolisme : 91,Soins palliatifs : 36,Signes et symptômes : 0,Affections dégénératives du système nerveux : 25,"Cardiopathies, valvulopathies : 21",Traumatismes du bassin et des membres : 36,"Occlusions, sub-occlusions digestives : 6",Intervention  peau et tissu sous-cutané : 4,"Bronchites, bronchiolites et asthme : 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"        5,01",           4,"         0,5",,"         0,1","        85,3",           8,"        61,8",,           3,"        12,5",,,,,
020000253,CH DE LAON,DGF,TAA,CH,T3,M2,C2,O3,                                      .c,"        1,02","        6,24",                                      .z,                                      .z,          54,"        87,8","       117,6","        88,3","         5,9",,"         5,3",,"        68,5",,"         2,5",,"        28,2",,"         5,6",,          82,,"        57,6",,"        41,1",,"        36,2",,"       158,8",,"        65,7",,"       1,036","       0,948","       1,055","        24,2","        11,1","        16,5","        18,3",     1128139,,      171361,"        14,9","       55,24","       34,07","       72,66","        67,7",,"        13,1",        2174,"     17195,5",       51229,"         7,3","         1,4",,,,"         0,1",76,,,,,,,,,,,         165,          10,,           8,          12,          61,          11,          33,,        7601,        3172,        1402,        2202,        1639,         295,         654,           0,        4777,         445,        1087,        4384,       25141,        1682,         133,Chirurgie du sein : 18,Cataracte : 633,Arthroscopie du genou : 126,Hernie enfant : 7,RTU prostate : 94,Hernie adulte y compris cœlioscopie : 90,affections médicales du nouveau né : 1039,Infections respiratoires : 315,Endoscopies digestives avec ou sans anesthésie : 199,"Cardiopathies, valvulopathies : 372",Symptômes digestifs : 618,Cataractes : 634,actes ORL et stomato divers : 129,Chirurgies majeures orthopédiques (dont hanche et fémur : 289,Chirurgie inter spécialités : 161,"Amygdalectomies, VG, drains transT : 116",           1,           1,,,,           8,           2,    19065556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"      102,32","       62,46","       19,55",           9,,"      382,95","        39,7","      292,16","        4,96","       35,13",          11,,,,,
020000261,CH DE SOISSONS,DGF,TAA,CH,T3,M3,C2,O3,                                      .c,"        0,88","        5,36",                                      .z,                                      .z,"        59,2","        81,8","        72,2","        49,8","         5,5",,"         4,3",,"        87,3",,"         8,1",,"        41,4",,"        24,5",,"        78,7",,"        59,2",,"        34,1",,"        31,6",,"       124,4",,"        35,8",,"       0,906","        1,09","       1,052","        31,4","        12,4","        12,6","        21,1",      944204,,      221122,"       14,87","       78,72","       19,32","       35,13","        77,5","        16,1","        13,1",          55,       17260,       70744,          15,"         1,2","         1,7",,,"         0,7",77,,,,,,,,,,,         176,          14,,           8,           8,          79,           5,          55,,       10660,        3556,        1708,        1633,         852,         548,        1642,           0,        9220,         377,        1325,        4208,       26914,        1443,         124,Chirurgie du sein : 75,Cataracte : 0,Arthroscopie du genou : 148,Hernie enfant : 5,RTU prostate : 34,Hernie adulte y compris cœlioscopie : 110,affections médicales du nouveau né : 1333,Signes et symptômes : 567,"Autres Maladies immunitaires, du Sang, des Organes hémat : 302",Explorations nocturnes et apparentées : 294,Cardiologie autres : 466,Chirurgies majeures orthopédiques (dont hanche et fémur : 352,Cataractes : 0,"Arthroscopies, Biopsies ostéo-articulaires : 180",Hernies : 223,"Chirurgies main, poignet : 294",           1,           1,,,,           6,           2,    18128717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"      110,26","       69,51","       13,85",           9,"         8,8","     1278,22","       133,9","      928,62","        10,3","        48,6","       156,8",,,,,
020000287,CH DE CHAUNY,DGF,TAA,CH,T3,M2,C2,O2,                                      .c,"        0,71","        5,36",                                      .z,                                      .z,           0,"        79,8","        38,8","        33,3",           4,,"         2,8",,          33,,"         9,5",,"        59,1",,"         9,6",,"        77,1",,"        56,6",,"        28,4",,          23,,"       119,2",,"        44,5",,"       1,085","        1,06","       1,093","        39,6","        13,6","        10,7",          23,      545259,,      147987,"       16,38","       50,78","       44,02","       56,96",,"         2,2",,          37,"     26065,5","     60482,2","        13,5","         1,7","         2,9",,,           0,83,,,,,,,,,,,         145,           6,           6,           6,           5,          72,,          38,,        6648,        2082,         916,        2279,        1637,         297,         685,           0,           0,          44,         690,        3131,       13343,        2689,          98,Chirurgie du sein : 45,Cataracte : 234,Arthroscopie du genou : 63,Hernie enfant : 1,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 73,affections médicales du nouveau né : 685,Cardiologie autres : 376,Endoscopies digestives avec ou sans anesthésie : 601,Infections respiratoires : 659,Endoscopies digestives thérapeutiques et anesthésie : sé : 411,Cataractes : 234,actes ORL et stomato divers : 311,"Amygdalectomies, VG, drains transT : 217",Chirurgie inter spécialités : 319,Greffes peau / parages hors brûlures : 327,           1,,,,,           5,           1,     9367549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"       58,78","        37,1","         9,2","         2,6","         4,8","       772,2","       92,97","      541,47",           2,"       30,04","      105,72",,,,,
020000311,CLINIQUE SAINT MARTIN,OQN,TAA,CLI,T1,M1,C1,,                                      .c,"        0,04",           0,                                      .z,                                      .z,           0,,"        13,1",,,,,,,,,,,,,,,,,,,,,,,,,,"       0,844","       0,648",,                                      .z,                                      .z,                                      .z,                                      .z,,,       75469,,,"       68,58","       63,67","        41,6",,,,       46138,"     37428,8",,"         0,5",,                                      .z,                                      .z,                                      .z,,,,,,,,,,,,,,,,,          11,          11,,,          50,         461,           0,         944,        1003,           0,           0,           0,           0,           0,           0,        1132,,         986,           9,Chirurgie du sein : 0,Cataracte : 510,Arthroscopie du genou : 18,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 4,Endoscopies digestives avec ou sans anesthésie : 509,Endoscopies digestives thérapeutiques et anesthésie : sé : 309,"Endoscopies bronchiques, avec ou sans anesthésie : 72",Affections Cavité buccale et dents : 10,"Autres Maladies immunitaires, du Sang, des Organes hémat : 9",Cataractes : 512,actes ORL et stomato divers : 323,Ligatures veines : 12,"Chirurgies main, poignet : 228",Greffes peau / parages hors brûlures : 40,,,,,,           3,,       25080,,,,,     1318887,,,,,,,,,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,"      0,9626","         6,7",           1,"         4,2",           1,,"        24,5",           7,"        16,5",,,           1,,,,,
020000360,CLINIQUE SAINT CHRISTOPHE,OQN,TAA,CLI,T2,M1,C2,,                                      .c,"         0,1","        0,63",                                      .z,                                      .z,           0,,"        39,2",,,"         4,6",,"        -6,2",,,,,,          65,,"         2,3",,          80,,"        50,3",,"       -14,2",,"        -6,9",,"        34,8",,"        75,9","       0,776","       0,927",,                                      .z,                                      .z,                                      .z,                                      .z,,,      235203,,,"       50,65","       68,88","       119,2",,,,"     87377,3","     76256,2",          36,,,                                      .z,                                      .z,                                      .z,88,,,,,,,,,,,,,,,,          56,           8,,,         432,        2015,           0,        1559,        2079,          14,           0,           0,           0,          13,           0,        3255,,        1884,          35,Chirurgie du sein : 4,Cataracte : 548,Arthroscopie du genou : 180,Hernie enfant : 2,RTU prostate : 104,Hernie adulte y compris cœlioscopie : 89,Endoscopies digestives avec ou sans anesthésie : 965,Endoscopies digestives thérapeutiques et anesthésie : sé : 314,"Lithotritie extracorporelle de l'appareil urinaire, en a : 70","Autres Maladies immunitaires, du Sang, des Organes hémat : 80",Affections Cavité buccale et dents : 62,actes ORL et stomato divers : 738,Cataractes : 549,Greffes peau / parages hors brûlures : 339,"Chirurgies main, poignet : 267",Chirurgie inter spécialités : 132,,,,,,           4,,      664724,,,     6777504,,     5067941,,,,,,,,,,     6464415,,                                      .z,,      -19995,,                                      .z,,     -533783,,     4516079,,     1907915,,     -122868,,     -251647,,      128780,,"      0,9798","        20,8",           8,"         8,9",           3,,"        64,8",          11,          48,,,"         5,8",,,,,
020004404,CH DE CHATEAU-THIERRY,DGF,TAA,CH,T2,M2,C2,O2,                                      .c,"         0,8","        8,84",                                      .z,                                      .z,           0,"        94,7","        72,2","        52,2","         3,4",,"         0,7",,"      -226,4",,"        57,2",,"        58,3",,          18,,"        69,4",,"        50,1",,"        21,5",,"       -10,2",,"        98,9",,"        97,5",,"       1,098","       1,065","       1,018","        31,1",          15,"        11,5","        25,2",      893031,,       89144,"       16,67","        77,3","       18,94","       20,06","        96,4",,"        24,3",          39,        9973,"     37286,8",          24,           1,"         2,7",,,           0,84,,,,,,,,,,,         126,           4,           4,           8,           6,          40,           2,          24,           1,        6722,        1815,         975,        1362,         424,         202,           0,           0,           0,           5,         720,        1908,       16219,         969,         101,Chirurgie du sein : 6,Cataracte : 0,Arthroscopie du genou : 15,Hernie enfant : 3,RTU prostate : 16,Hernie adulte y compris cœlioscopie : 71,affections médicales du nouveau né : 725,Cardiologie autres : 384,Infections respiratoires : 303,Symptômes digestifs : 597,"Bronchites, bronchiolites et asthme : 332",Intervention  peau et tissu sous-cutané : 97,"Chirurgies main, poignet : 90",Chirurgies majeures orthopédiques (dont hanche et fémur : 93,Ligatures veines : 66,"Arthroscopies, Biopsies ostéo-articulaires : 10",           1,,,,,           6,           1,     9466128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"       64,93","       36,13","        10,6",           7,           5,"      673,76","       81,69","      484,08","        0,86","       26,13",          81,,,,,
020004495,CH BRISSET HIRSON,DGF,TAA,CH,T1,M1,C1,O0,                                      .c,"        0,79","        7,74",                                      .z,                                      .z,"         6,3","        96,3","        23,7",           6,           9,,"         8,6",,"        76,6",,"         1,3",,"        21,6",,"         3,8",,"        81,4",,"        56,3",,"        47,5",,"        50,2",,"       228,7",,"        86,7",,"       1,439","       1,529","       0,729","        27,2","         8,6","        18,6","        29,2",,,        1617,           0,           0,"       47,78",,,"        10,8","        24,3",           4,"       447,9","      1414,3","        16,5","         2,5","         1,8",,,,64,,,,,,,,,,,          60,,,,           2,           0,,          15,,        2297,         212,         111,        1289,         194,          98,           0,           0,           0,           0,          32,          31,       10575,         493,          69,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,"Névroses, psychoses et autres troubles mentaux : 193",Signes et symptômes : 141,Cardiologie autres : 257,Infections respiratoires : 88,"Cardiopathies, valvulopathies : 135",Traumatismes du bassin et des membres : 182,Trauma crâniens : 96,Intervention  peau et tissu sous-cutané : 72,"Occlusions, sub-occlusions digestives : 18","Bronchites, bronchiolites et asthme : 7",,,,,,           1,           1,     4707387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"        16,8",          11,"         0,7","         0,4","         2,6","      303,45","        34,7","      216,45",           1,          18,"        33,3",,,,,
020010047,POLYCLINIQUE ST CLAUDE,OQN,TAA,CLI,T3,M2,C3,O2,                                      .c,"        0,26","        2,34",                                      .z,                                      .z,           0,"       119,4","        63,9","        46,5",,"         2,5",,"         1,4",,         100,,          10,,"        54,4",,,,"        72,4",,"         9,4",,"        -3,9",,"        -2,5",,"        31,5",,"        83,1","       0,926","       0,919","       1,041",                                      .z,                                      .z,                                      .z,                                      .z,,,      281903,"       22,68","       71,03","       36,25","        49,3","       112,6",,,          67,"     89179,7","    101457,5","        16,6",,"         1,4",                                      .z,                                      .z,                                      .z,70,,,,,,,,,,,          35,,,,           4,         107,          10,          40,,        3890,        4328,        1366,        3108,        2467,         124,        3527,           0,           0,          96,         979,        6252,        7662,        3881,          80,Chirurgie du sein : 123,Cataracte : 1073,Arthroscopie du genou : 159,Hernie enfant : 14,RTU prostate : 58,Hernie adulte y compris cœlioscopie : 285,Endoscopies digestives avec ou sans anesthésie : 1412,Endoscopies digestives thérapeutiques et anesthésie : sé : 608,affections médicales du nouveau né : 972,Symptômes digestifs : 122,"Endoscopies génito-urinaires, avec ou sans anesthésie : 216",Cataractes : 1081,actes ORL et stomato divers : 557,Hernies : 371,Chirurgies majeures orthopédiques (dont hanche et fémur : 321,"Arthroscopies, Biopsies ostéo-articulaires : 249",           1,,,,,           7,           1,,,,    25389958,,    21227163,,      252986,,           0,,      169300,,,,    24747922,,                                      .z,,     -209351,,                                      .z,,      355805,,    11728606,,     3573808,,     -168410,,     -266934,,       98527,,"      0,9898","        49,9","        21,4",          14,"         6,2",           6,"      302,23","       42,64","      248,58",,"        3,76","        7,25",,,,,
030780092,CH MOULINS YZEURE,DGF,TAA,CH,T3,M2,C2,O3,                                      .c,"        1,33","        7,85",                                      .z,                                      .z,"        62,6","        86,9","        81,1","        49,3","         3,6",,"         2,5",,"       -30,4",,"         8,5",,"        39,6",,"         2,8",,"        70,3",,"        52,5",,"        23,2",,"        24,3",,"       114,4",,"        68,5",,"       1,194","       1,145","       1,031","        30,1","         8,5","        16,9","        19,6",      763614,,      148296,"       18,78","       29,45","       22,47","       53,36","        52,2",,           3,          39,"     14711,8","     67229,4","        13,5","         2,6","         4,7",,,"         0,2",78,,,,,,,,,,,         245,           8,           2,           8,          18,          69,           8,          33,,       10467,        3167,        1294,        3209,         918,         274,        1940,        9294,        5208,         308,        1017,        3412,       19981,        1357,         125,Chirurgie du sein : 29,Cataracte : 0,Arthroscopie du genou : 67,Hernie enfant : 2,RTU prostate : 70,Hernie adulte y compris cœlioscopie : 169,affections médicales du nouveau né : 1055,Infections respiratoires : 549,"Cardiopathies, valvulopathies : 448",Autres gastroentérites et maladies diverses du tube dige : 439,Symptômes digestifs : 332,Chirurgies majeures orthopédiques (dont hanche et fémur : 291,"Chirurgies main, poignet : 258",Chirurgies utérus / annexes : 228,Trauma crâniens : 220,Traumatismes du bassin et des membres : 270,           1,           1,,,,           8,           2,    21228461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"       123,6","        72,1","        13,2","         5,6","         4,6",        1686,"      180,28","     1244,04","       26,29","       71,52","      163,87",,,,,
030780100,CH MONTLUCON,DGF,TAA,CH,T3,M3,C2,O3,                                      .c,"        1,71","        7,04",                                      .z,                                      .z,"        37,1","        81,4","       104,9","        61,7","         4,5",,"         1,2",,"      -289,9",,"        65,7",,"        91,1",,"         4,4",,"        78,8",,"        33,5",,"        31,2",,"        14,1",,"       109,3",,"        36,9",,"       1,243","       1,303","       0,996",          35,          10,"        15,1","        19,1",      263855,,,"       14,54","       61,72","        26,9","        29,3","        78,5","         9,5",,          41,       14582,"     84764,2","        14,5","         1,9","         4,7",,,"         5,8",75,,,,,,,,,,,         271,           2,           2,,          11,          76,           7,          33,,       10485,        3285,        1610,        2598,        1209,         355,        2580,           0,        5366,         367,        1348,        4004,       22554,        1442,         126,Chirurgie du sein : 127,Cataracte : 133,Arthroscopie du genou : 51,Hernie enfant : 3,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 184,affections médicales du nouveau né : 1364,Toxicomanies et alcoolisme : 499,Autres gastroentérites et maladies diverses du tube dige : 255,Infections respiratoires : 310,Cardiologie autres : 386,Chirurgies majeures orthopédiques (dont hanche et fémur : 279,Trauma crâniens : 197,Traumatismes du bassin et des membres : 276,Hernies : 242,Chirurgies utérus / annexes : 226,           1,           1,,,,,           2,     9736255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"      112,77","       60,42","       11,35","         7,8","         5,7","     1519,23","      151,42","     1100,24",          13,"       67,52","      187,05",,,,,
030780118,CH VICHY,DGF,TAA,CH,T3,M3,C3,O3,                                      .c,"        1,21","        6,53",                                      .z,                                      .z,          32,"        88,1","        80,8","        51,8","         6,9",,"         5,3",,"      -114,8",,"         7,7",,"        70,9",,"         8,4",,"        76,5",,"        40,4",,"        27,9",,"        22,4",,"       103,8",,"        27,7",,"       1,042","       1,185","       1,003","        25,6","         7,6","        17,4","        19,5",     1076995,,      156696,"       17,16","       60,22","       21,49","       41,65","        98,1",,"         4,1",          37,"     17317,6","     86495,6",          16,           2,"         5,5",,,"         0,1",72,,,,,,,,,,,         201,           8,           8,           8,          12,          93,           5,          41,,       11581,        3941,        1615,        3984,        1079,         354,        2121,           0,        5889,         999,        1323,        4241,       20579,        3029,         119,Chirurgie du sein : 51,Cataracte : 133,Arthroscopie du genou : 42,Hernie enfant : 15,RTU prostate : 100,Hernie adulte y compris cœlioscopie : 187,affections médicales du nouveau né : 1329,Endoscopies digestives avec ou sans anesthésie : 1011,Cathéthérismes diagnostiques vasculaires et coronariens : 473,Cathétérismes thérapeutiques vasculaires et coronariens : 252,Endoscopies digestives thérapeutiques et anesthésie : sé : 189,Chirurgies majeures orthopédiques (dont hanche et fémur : 403,actes ORL et stomato divers : 291,Chirurgies utérus / annexes : 276,Hernies : 257,"Chirurgies main, poignet : 201",           1,           1,,           1,,           9,           2,    25233982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"      114,85","       65,85","        12,1",           7,"         5,5","     1556,72","      165,38","     1128,64","       23,33","       57,03","      182,34",,,,,
